index,Source airport,Destination airport,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude
0,AER,KZN,43.446,39.947,55.608,49.277
1,ASF,KZN,46.283,48.006,55.608,49.277
2,ASF,MRV,46.283,48.006,44.225,43.082
3,CEK,KZN,55.303,61.507,55.608,49.277
13,KZN,AER,55.608,49.277,43.446,39.947
14,KZN,ASF,55.608,49.277,46.283,48.006
15,KZN,CEK,55.608,49.277,55.303,61.507
18,KZN,LED,55.608,49.277,59.8,30.265
19,KZN,SVX,55.608,49.277,56.741,60.804
20,LED,KZN,59.8,30.265,55.608,49.277
21,LED,NBC,59.8,30.265,32.477,-80.723
23,MRV,ASF,44.225,43.082,46.283,48.006
26,NBC,LED,32.477,-80.723,59.8,30.265
27,NBC,SVX,32.477,-80.723,56.741,60.804
28,NJC,SVX,60.95,76.467,56.741,60.804
33,SVX,KZN,56.741,60.804,55.608,49.277
34,SVX,NBC,56.741,60.804,32.477,-80.723
35,SVX,NJC,56.741,60.804,60.95,76.467
42,BTK,IKT,56.371,101.699,52.267,104.395
45,HTA,IKT,52.026,113.305,52.267,104.395
46,IKT,BTK,52.267,104.395,56.371,101.699
47,IKT,HTA,52.267,104.395,52.026,113.305
53,IKT,YKS,52.267,104.395,62.093,129.771
62,YKS,IKT,62.093,129.771,52.267,104.395
63,AYP,LIM,-13.155,-74.204,-12.022,-77.114
64,CUZ,LIM,-13.536,-71.939,-12.022,-77.114
65,CUZ,PEM,-13.536,-71.939,-12.614,-69.229
67,IQT,PCL,-3.785,-73.309,-8.378,-74.574
68,IQT,TPP,-3.785,-73.309,-6.509,-76.373
69,LIM,AYP,-12.022,-77.114,-13.155,-74.204
70,LIM,CUZ,-12.022,-77.114,-13.536,-71.939
72,LIM,PCL,-12.022,-77.114,-8.378,-74.574
73,LIM,TPP,-12.022,-77.114,-6.509,-76.373
74,PCL,IQT,-8.378,-74.574,-3.785,-73.309
75,PCL,LIM,-8.378,-74.574,-12.022,-77.114
76,PCL,TPP,-8.378,-74.574,-6.509,-76.373
77,PEM,CUZ,-12.614,-69.229,-13.536,-71.939
78,TPP,IQT,-6.509,-76.373,-3.785,-73.309
79,TPP,LIM,-6.509,-76.373,-12.022,-77.114
80,TPP,PCL,-6.509,-76.373,-8.378,-74.574
81,ABJ,BOY,5.26,-3.926,11.16,-4.331
82,ABJ,OUA,5.26,-3.926,12.353,-1.512
83,ACC,OUA,5.603,-0.168,12.353,-1.512
84,BKO,ABJ,12.533,-7.95,5.26,-3.926
85,BKO,DKR,12.533,-7.95,14.739,-17.49
86,BKO,OUA,12.533,-7.95,12.353,-1.512
87,BOY,ABJ,11.16,-4.331,5.26,-3.926
88,BOY,OUA,11.16,-4.331,12.353,-1.512
89,COO,LFW,6.357,2.384,6.166,1.254
90,COO,OUA,6.357,2.384,12.353,-1.512
91,DKR,BKO,14.739,-17.49,12.533,-7.95
92,DKR,OUA,14.739,-17.49,12.353,-1.512
93,LFW,OUA,6.166,1.254,12.353,-1.512
94,NIM,OUA,13.481,2.184,12.353,-1.512
95,OUA,ABJ,12.353,-1.512,5.26,-3.926
96,OUA,ACC,12.353,-1.512,5.603,-0.168
97,OUA,BKO,12.353,-1.512,12.533,-7.95
98,OUA,BOY,12.353,-1.512,11.16,-4.331
99,OUA,COO,12.353,-1.512,6.357,2.384
100,OUA,DKR,12.353,-1.512,14.739,-17.49
101,OUA,LFW,12.353,-1.512,6.166,1.254
102,OUA,NIM,12.353,-1.512,13.481,2.184
103,BOG,GYE,4.701,-74.147,-2.158,-79.884
104,BOG,UIO,4.701,-74.147,-0.141,-78.488
105,CLO,GYE,3.543,-76.381,-2.158,-79.884
106,GYE,BOG,-2.158,-79.884,4.701,-74.147
107,GYE,CLO,-2.158,-79.884,3.543,-76.381
109,GYE,UIO,-2.158,-79.884,-0.141,-78.488
110,OCC,UIO,-0.463,-76.986,-0.141,-78.488
112,UIO,BOG,-0.141,-78.488,4.701,-74.147
113,UIO,GYE,-0.141,-78.488,-2.158,-79.884
114,UIO,OCC,-0.141,-78.488,-0.463,-76.986
115,BDS,ZRH,40.657,17.947,47.465,8.549
116,BOD,ZRH,44.828,-0.716,47.465,8.549
117,BRS,ZRH,51.383,-2.719,47.465,8.549
118,GVA,LPA,46.238,6.109,27.932,-15.386
119,LCA,ZRH,34.875,33.625,47.465,8.549
120,LPA,ZRH,27.932,-15.386,47.465,8.549
122,TFS,GVA,28.044,-16.572,46.238,6.109
123,ZRH,BDS,47.465,8.549,40.657,17.947
124,ZRH,BOD,47.465,8.549,44.828,-0.716
125,ZRH,BRS,47.465,8.549,51.383,-2.719
126,ZRH,LCA,47.465,8.549,34.875,33.625
127,ZRH,LPA,47.465,8.549,27.932,-15.386
129,AJR,LYC,65.59,19.282,64.548,18.716
130,ARN,GEV,59.652,17.919,67.132,20.814
131,ARN,HAD,59.652,17.919,56.691,12.82
132,ARN,JKG,59.652,17.919,57.758,14.069
133,ARN,KRF,59.652,17.919,63.048,17.769
135,ARN,LYC,59.652,17.919,64.548,18.716
136,ARN,MHQ,59.652,17.919,60.122,19.898
137,ARN,OER,59.652,17.919,63.408,18.99
138,ARN,POR,59.652,17.919,61.462,21.8
139,ARN,TRF,59.652,17.919,59.187,10.259
140,ARN,VBY,59.652,17.919,57.663,18.346
141,ARN,VHM,59.652,17.919,64.579,16.833
142,ARN,VXO,59.652,17.919,56.929,14.728
143,GEV,ARN,67.132,20.814,59.652,17.919
144,GEV,KRF,67.132,20.814,63.048,17.769
145,HAD,ARN,56.691,12.82,59.652,17.919
146,HAD,JKG,56.691,12.82,57.758,14.069
147,HAD,VXO,56.691,12.82,56.929,14.728
149,JKG,ARN,57.758,14.069,59.652,17.919
150,JKG,HAD,57.758,14.069,56.691,12.82
151,KOK,POR,63.721,23.143,61.462,21.8
152,KRF,ARN,63.048,17.769,59.652,17.919
153,KRF,GEV,63.048,17.769,67.132,20.814
155,LYC,AJR,64.548,18.716,65.59,19.282
156,LYC,ARN,64.548,18.716,59.652,17.919
157,MHQ,ARN,60.122,19.898,59.652,17.919
158,MHQ,TKU,60.122,19.898,60.514,22.263
159,OER,ARN,63.408,18.99,59.652,17.919
160,OSL,VXO,60.194,11.1,56.929,14.728
161,POR,ARN,61.462,21.8,59.652,17.919
162,POR,KOK,61.462,21.8,63.721,23.143
163,TKU,MHQ,60.514,22.263,60.122,19.898
164,TRF,ARN,59.187,10.259,59.652,17.919
165,VBY,ARN,57.663,18.346,59.652,17.919
166,VHM,ARN,64.579,16.833,59.652,17.919
168,VXO,ARN,56.929,14.728,59.652,17.919
169,VXO,OSL,56.929,14.728,60.194,11.1
183,CGY,MNL,8.414,124.611,14.509,121.019
183,CGY,MNL,8.414,124.611,7.617,124.059
185,DGT,MNL,9.334,123.302,14.509,121.019
185,DGT,MNL,9.334,123.302,7.617,124.059
188,KLO,MNL,11.681,122.378,14.509,121.019
188,KLO,MNL,11.681,122.378,7.617,124.059
189,LGP,MNL,7.828,123.46,14.509,121.019
189,LGP,MNL,7.828,123.46,7.617,124.059
193,MNL,CGY,14.509,121.019,8.414,124.611
193,MNL,CGY,7.617,124.059,8.414,124.611
195,MNL,DGT,14.509,121.019,9.334,123.302
195,MNL,DGT,7.617,124.059,9.334,123.302
198,MNL,KLO,14.509,121.019,11.681,122.378
198,MNL,KLO,7.617,124.059,11.681,122.378
199,MNL,LGP,14.509,121.019,7.828,123.46
199,MNL,LGP,7.617,124.059,7.828,123.46
202,MNL,PPS,14.509,121.019,9.742,118.759
202,MNL,PPS,7.617,124.059,9.742,118.759
206,MNL,ZAM,14.509,121.019,6.922,122.059
206,MNL,ZAM,7.617,124.059,6.922,122.059
209,PPS,MNL,9.742,118.759,14.509,121.019
209,PPS,MNL,9.742,118.759,7.617,124.059
213,ZAM,MNL,6.922,122.059,14.509,121.019
213,ZAM,MNL,6.922,122.059,7.617,124.059
219,BSB,RAO,-15.862,-47.913,-21.134,-47.774
220,CAC,GRU,-25.0,-53.501,-23.432,-46.469
221,CGB,GYN,-15.653,-56.117,-16.631,-49.222
226,GIG,RAO,-22.809,-43.244,-21.134,-47.774
227,GRU,CAC,-23.432,-46.469,-25.0,-53.501
229,GRU,RAO,-23.432,-46.469,-21.134,-47.774
230,GRU,UBA,-23.432,-46.469,-19.765,-47.965
231,GRU,UDI,-23.432,-46.469,-18.883,-48.226
233,GYN,CGB,-16.631,-49.222,-15.653,-56.117
235,GYN,RAO,-16.631,-49.222,-21.134,-47.774
236,GYN,UDI,-16.631,-49.222,-18.883,-48.226
239,PLU,RAO,-19.852,-43.95,-21.134,-47.774
242,RAO,BSB,-21.134,-47.774,-15.862,-47.913
243,RAO,GIG,-21.134,-47.774,-22.809,-43.244
244,RAO,GRU,-21.134,-47.774,-23.432,-46.469
245,RAO,GYN,-21.134,-47.774,-16.631,-49.222
246,RAO,PLU,-21.134,-47.774,-19.852,-43.95
247,RAO,SJP,-21.134,-47.774,-20.816,-49.406
248,RAO,UDI,-21.134,-47.774,-18.883,-48.226
249,SJP,RAO,-20.816,-49.406,-21.134,-47.774
252,UBA,GRU,-19.765,-47.965,-23.432,-46.469
253,UBA,UDI,-19.765,-47.965,-18.883,-48.226
254,UDI,GRU,-18.883,-48.226,-23.432,-46.469
255,UDI,GYN,-18.883,-48.226,-16.631,-49.222
256,UDI,RAO,-18.883,-48.226,-21.134,-47.774
257,UDI,UBA,-18.883,-48.226,-19.765,-47.965
264,JBR,STL,35.832,-90.646,38.748,-90.36
269,STL,JBR,38.748,-90.36,35.832,-90.646
282,ACC,DKR,5.603,-0.168,14.739,-17.49
283,ACC,LOS,5.603,-0.168,6.577,3.321
284,ACC,ROB,5.603,-0.168,6.234,-10.362
285,BCN,BJL,41.297,2.078,13.338,-16.652
286,BJL,BCN,13.338,-16.652,41.297,2.078
287,BJL,DKR,13.338,-16.652,14.739,-17.49
288,BJL,FNA,13.338,-16.652,8.616,-13.195
290,DKR,ACC,14.739,-17.49,5.603,-0.168
291,DKR,BJL,14.739,-17.49,13.338,-16.652
292,DKR,DLA,14.739,-17.49,4.006,9.719
293,DKR,FNA,14.739,-17.49,8.616,-13.195
294,DKR,LOS,14.739,-17.49,6.577,3.321
296,DLA,DKR,4.006,9.719,14.739,-17.49
297,DLA,LOS,4.006,9.719,6.577,3.321
298,FNA,BJL,8.616,-13.195,13.338,-16.652
299,FNA,DKR,8.616,-13.195,14.739,-17.49
300,FNA,LGW,8.616,-13.195,51.148,-0.19
301,FNA,ROB,8.616,-13.195,6.234,-10.362
302,LGW,FNA,51.148,-0.19,8.616,-13.195
303,LOS,ACC,6.577,3.321,5.603,-0.168
304,LOS,DKR,6.577,3.321,14.739,-17.49
305,LOS,DLA,6.577,3.321,4.006,9.719
306,LOS,ROB,6.577,3.321,6.234,-10.362
309,ROB,ACC,6.234,-10.362,5.603,-0.168
310,ROB,FNA,6.234,-10.362,8.616,-13.195
311,ROB,LOS,6.234,-10.362,6.577,3.321
315,YGL,YGW,53.625,-77.704,55.283,-77.767
317,YGL,YUL,53.625,-77.704,45.468,-73.741
318,YGW,YGL,55.283,-77.767,53.625,-77.704
322,YGW,YUL,55.283,-77.767,45.468,-73.741
323,YGW,YUY,55.283,-77.767,48.206,-78.836
329,YKL,YQB,54.805,-66.805,46.788,-71.398
330,YKL,YVP,54.805,-66.805,58.096,-68.427
331,YKL,YWK,54.805,-66.805,52.922,-66.864
332,YKL,YZV,54.805,-66.805,50.223,-66.266
343,YQB,YKL,46.788,-71.398,54.805,-66.805
344,YQB,YUL,46.788,-71.398,45.468,-73.741
354,YUL,YGL,45.468,-73.741,53.625,-77.704
355,YUL,YGW,45.468,-73.741,55.283,-77.767
356,YUL,YQB,45.468,-73.741,46.788,-71.398
357,YUL,YUY,45.468,-73.741,48.206,-78.836
358,YUY,YGW,48.206,-78.836,55.283,-77.767
359,YUY,YUL,48.206,-78.836,45.468,-73.741
361,YVP,YGW,58.096,-68.427,55.283,-77.767
363,YVP,YKL,58.096,-68.427,54.805,-66.805
370,YWK,YKL,52.922,-66.864,54.805,-66.805
371,YWK,YZV,52.922,-66.864,50.223,-66.266
374,YZV,YKL,50.223,-66.266,54.805,-66.805
375,YZV,YWK,50.223,-66.266,52.922,-66.864
381,BKK,SIN,13.912,100.607,1.356,103.987
384,HGH,SIN,30.228,120.432,1.356,103.987
385,HKG,SIN,22.309,113.914,1.356,103.987
386,HKT,SIN,8.113,98.317,1.356,103.987
389,KUL,SIN,2.746,101.71,1.356,103.987
391,MNL,SIN,14.509,121.019,1.356,103.987
391,MNL,SIN,7.617,124.059,1.356,103.987
392,PEN,SIN,5.297,100.277,1.356,103.987
393,PER,SIN,-31.94,115.967,1.356,103.987
394,PNH,SIN,11.546,104.844,1.356,103.987
395,REP,SIN,13.411,103.813,1.356,103.987
396,RGN,SIN,16.907,96.133,1.356,103.987
397,SGN,SIN,10.82,106.662,1.356,103.987
398,SIN,BKK,1.356,103.987,13.912,100.607
401,SIN,HGH,1.356,103.987,30.228,120.432
402,SIN,HKG,1.356,103.987,22.309,113.914
403,SIN,HKT,1.356,103.987,8.113,98.317
404,SIN,KUL,1.356,103.987,2.746,101.71
405,SIN,MNL,1.356,103.987,14.509,121.019
405,SIN,MNL,1.356,103.987,7.617,124.059
406,SIN,PEN,1.356,103.987,5.297,100.277
407,SIN,PER,1.356,103.987,-31.94,115.967
408,SIN,PNH,1.356,103.987,11.546,104.844
409,SIN,REP,1.356,103.987,13.411,103.813
410,SIN,RGN,1.356,103.987,16.907,96.133
411,SIN,SGN,1.356,103.987,10.82,106.662
412,SIN,SWA,1.356,103.987,23.4,116.683
413,SIN,TPE,1.356,103.987,25.08,121.232
414,SWA,SIN,23.4,116.683,1.356,103.987
416,TPE,SIN,25.08,121.232,1.356,103.987
417,ACH,EBA,47.485,9.561,42.76,10.239
418,DRS,ZRH,51.133,13.767,47.465,8.549
419,DUS,FDH,51.289,6.767,47.671,9.511
420,EBA,ACH,42.76,10.239,47.485,9.561
421,EBA,FDH,42.76,10.239,47.671,9.511
422,EBA,MUC,42.76,10.239,48.354,11.786
423,EBA,ZRH,42.76,10.239,47.465,8.549
424,FDH,DUS,47.671,9.511,51.289,6.767
425,FDH,EBA,47.671,9.511,42.76,10.239
426,FDH,HAM,47.671,9.511,53.63,9.988
427,FDH,OLB,47.671,9.511,40.899,9.518
428,FDH,TXL,47.671,9.511,52.559,13.287
429,FDH,ZAD,47.671,9.511,44.108,15.347
431,GRZ,ZRH,47.0,15.433,47.465,8.549
432,HAM,FDH,53.63,9.988,47.671,9.511
433,MUC,EBA,48.354,11.786,42.76,10.239
435,OLB,FDH,40.899,9.518,47.671,9.511
436,SZG,ZRH,47.793,13.004,47.465,8.549
437,TXL,FDH,52.559,13.287,47.671,9.511
438,ZAD,FDH,44.108,15.347,47.671,9.511
439,ZRH,DRS,47.465,8.549,51.133,13.767
440,ZRH,EBA,47.465,8.549,42.76,10.239
441,ZRH,GRZ,47.465,8.549,47.0,15.433
442,ZRH,SZG,47.465,8.549,47.793,13.004
444,ATL,MCN,33.64,-84.427,32.693,-83.649
449,BIM,FLL,25.7,-79.264,26.072,-80.153
450,ELH,FLL,25.476,-76.681,26.072,-80.153
451,ELH,PBI,25.476,-76.681,26.683,-80.096
452,EYW,FLL,24.556,-81.759,26.072,-80.153
453,EYW,RSW,24.556,-81.759,26.536,-81.755
454,EYW,TPA,24.556,-81.759,27.975,-82.533
455,FLL,BIM,26.072,-80.153,25.7,-79.264
456,FLL,ELH,26.072,-80.153,25.476,-76.681
457,FLL,EYW,26.072,-80.153,24.556,-81.759
458,FLL,FPO,26.072,-80.153,26.559,-78.695
459,FLL,GGT,26.072,-80.153,23.563,-75.878
460,FLL,GHB,26.072,-80.153,25.284,-76.331
461,FLL,MCO,26.072,-80.153,28.429,-81.316
462,FLL,MHH,26.072,-80.153,26.511,-77.083
463,FLL,TCB,26.072,-80.153,26.745,-77.391
464,FLL,TPA,26.072,-80.153,27.975,-82.533
465,FPO,FLL,26.559,-78.695,26.072,-80.153
466,GGT,FLL,23.563,-75.878,26.072,-80.153
467,GGT,GHB,23.563,-75.878,25.284,-76.331
468,GHB,FLL,25.284,-76.331,26.072,-80.153
470,GNV,MCO,29.69,-82.272,28.429,-81.316
471,GNV,TPA,29.69,-82.272,27.975,-82.533
472,JAX,MHH,30.494,-81.688,26.511,-77.083
473,JAX,TPA,30.494,-81.688,27.975,-82.533
475,MCN,ATL,32.693,-83.649,33.64,-84.427
476,MCN,MCO,32.693,-83.649,28.429,-81.316
477,MCO,FLL,28.429,-81.316,26.072,-80.153
478,MCO,GNV,28.429,-81.316,29.69,-82.272
479,MCO,MCN,28.429,-81.316,32.693,-83.649
480,MCO,MHH,28.429,-81.316,26.511,-77.083
481,MCO,PNS,28.429,-81.316,30.473,-87.187
482,MCO,RSW,28.429,-81.316,26.536,-81.755
483,MCO,TLH,28.429,-81.316,30.396,-84.35
485,MHH,FLL,26.511,-77.083,26.072,-80.153
486,MHH,JAX,26.511,-77.083,30.494,-81.688
487,MHH,MCO,26.511,-77.083,28.429,-81.316
488,MHH,PBI,26.511,-77.083,26.683,-80.096
490,PBI,ELH,26.683,-80.096,25.476,-76.681
491,PBI,MHH,26.683,-80.096,26.511,-77.083
492,PBI,TPA,26.683,-80.096,27.975,-82.533
494,PNS,MCO,30.473,-87.187,28.429,-81.316
495,PNS,TPA,30.473,-87.187,27.975,-82.533
496,RSW,EYW,26.536,-81.755,24.556,-81.759
497,RSW,MCO,26.536,-81.755,28.429,-81.316
498,TCB,FLL,26.745,-77.391,26.072,-80.153
499,TLH,MCO,30.396,-84.35,28.429,-81.316
500,TLH,TPA,30.396,-84.35,27.975,-82.533
501,TPA,EYW,27.975,-82.533,24.556,-81.759
502,TPA,FLL,27.975,-82.533,26.072,-80.153
503,TPA,GNV,27.975,-82.533,29.69,-82.272
504,TPA,JAX,27.975,-82.533,30.494,-81.688
505,TPA,PBI,27.975,-82.533,26.683,-80.096
506,TPA,PNS,27.975,-82.533,30.473,-87.187
507,TPA,TLH,27.975,-82.533,30.396,-84.35
511,AMS,TNG,52.309,4.764,35.727,-5.917
512,BCN,CMN,41.297,2.078,33.368,-7.588
514,BCN,TNG,41.297,2.078,35.727,-5.917
515,BGY,CMN,45.674,9.704,33.368,-7.588
516,BLQ,CMN,44.534,11.29,33.368,-7.588
517,BRU,CMN,50.902,4.499,33.368,-7.588
519,BRU,TNG,50.902,4.499,35.727,-5.917
521,CMN,BCN,33.368,-7.588,41.297,2.078
522,CMN,BGY,33.368,-7.588,45.674,9.704
523,CMN,BLQ,33.368,-7.588,44.534,11.29
524,CMN,BRU,33.368,-7.588,50.902,4.499
525,CMN,CUF,33.368,-7.588,44.546,7.622
526,CMN,LGW,33.368,-7.588,51.148,-0.19
527,CMN,LYS,33.368,-7.588,45.726,5.091
528,CMN,MPL,33.368,-7.588,43.576,3.963
530,CMN,TLS,33.368,-7.588,43.629,1.364
531,CMN,TSF,33.368,-7.588,45.649,12.195
532,CUF,CMN,44.546,7.622,33.368,-7.588
533,FEZ,MPL,33.927,-4.978,43.576,3.963
534,LGW,CMN,51.148,-0.19,33.368,-7.588
535,LGW,TNG,51.148,-0.19,35.727,-5.917
536,LYS,CMN,45.726,5.091,33.368,-7.588
537,MPL,CMN,43.576,3.963,33.368,-7.588
538,MPL,FEZ,43.576,3.963,33.927,-4.978
548,TLS,CMN,43.629,1.364,33.368,-7.588
549,TNG,AMS,35.727,-5.917,52.309,4.764
550,TNG,BCN,35.727,-5.917,41.297,2.078
551,TNG,BRU,35.727,-5.917,50.902,4.499
552,TNG,LGW,35.727,-5.917,51.148,-0.19
553,TSF,CMN,45.649,12.195,33.368,-7.588
554,AUA,LSP,12.501,-70.015,11.781,-70.152
555,AUA,MAR,12.501,-70.015,10.558,-71.728
556,BON,CUR,12.131,-68.268,12.189,-68.96
557,CUR,AUA,12.189,-68.96,12.501,-70.015
558,LSP,AUA,11.781,-70.152,12.501,-70.015
559,MAR,AUA,10.558,-71.728,12.501,-70.015
561,ASF,LED,46.283,48.006,59.8,30.265
575,LED,ASF,59.8,30.265,46.283,48.006
580,ANU,PTP,17.137,-61.792,16.265,-61.532
581,CAY,FDF,4.82,-52.36,14.591,-61.003
582,CUR,SDQ,12.189,-68.96,18.429,-69.669
583,DOM,PTP,15.547,-61.3,16.265,-61.532
584,DOM,SXM,15.547,-61.3,18.041,-63.109
585,FDF,CAY,14.591,-61.003,4.82,-52.36
586,FDF,PTP,14.591,-61.003,16.265,-61.532
587,FDF,SDQ,14.591,-61.003,18.429,-69.669
588,FDF,SLU,14.591,-61.003,14.02,-60.993
589,PTP,ANU,16.265,-61.532,17.137,-61.792
590,PTP,DOM,16.265,-61.532,15.547,-61.3
591,PTP,FDF,16.265,-61.532,14.591,-61.003
592,PTP,SBH,16.265,-61.532,17.9,-62.85
593,PTP,SDQ,16.265,-61.532,18.429,-69.669
594,PTP,SFG,16.265,-61.532,18.1,-63.047
595,PTP,SXM,16.265,-61.532,18.041,-63.109
596,SBH,PTP,17.9,-62.85,16.265,-61.532
597,SDQ,PTP,18.429,-69.669,16.265,-61.532
598,SDQ,SXM,18.429,-69.669,18.041,-63.109
599,SFG,PTP,18.1,-63.047,16.265,-61.532
600,SLU,FDF,14.02,-60.993,14.591,-61.003
601,SXM,DOM,18.041,-63.109,15.547,-61.3
602,SXM,PTP,18.041,-63.109,16.265,-61.532
603,SXM,SDQ,18.041,-63.109,18.429,-69.669
605,CAN,CKG,23.184,113.266,29.719,106.641
606,CAN,CTU,23.184,113.266,30.578,103.947
607,CAN,SPN,23.184,113.266,15.119,145.729
609,CGO,CKG,34.519,113.841,29.719,106.641
610,CGO,CTU,34.519,113.841,30.578,103.947
611,CGO,HGH,34.519,113.841,30.228,120.432
612,CGO,HRB,34.519,113.841,45.623,126.25
613,CGO,KMG,34.519,113.841,24.992,102.743
614,CGO,URC,34.519,113.841,43.907,87.474
619,CKG,CAN,29.719,106.641,23.184,113.266
620,CKG,CGO,29.719,106.641,34.519,113.841
621,CKG,CSX,29.719,106.641,28.189,113.219
622,CKG,CTU,29.719,106.641,30.578,103.947
624,CKG,DLC,29.719,106.641,38.966,121.538
627,CKG,HGH,29.719,106.641,30.228,120.432
628,CKG,HKT,29.719,106.641,8.113,98.317
630,CKG,KHN,29.719,106.641,28.6,115.917
631,CKG,KMG,29.719,106.641,24.992,102.743
632,CKG,LHW,29.719,106.641,31.889,-81.562
635,CKG,NGB,29.719,106.641,29.825,121.465
636,CKG,NKG,29.719,106.641,31.74,118.86
637,CKG,NNG,29.719,106.641,22.608,108.172
638,CKG,PEK,29.719,106.641,40.08,116.584
641,CKG,SWA,29.719,106.641,23.4,116.683
642,CKG,SYD,29.719,106.641,-33.946,151.177
644,CKG,SZX,29.719,106.641,22.639,113.812
646,CKG,TSA,29.719,106.641,25.069,121.552
647,CKG,TSN,29.719,106.641,39.124,117.346
648,CKG,TYN,29.719,106.641,37.747,112.629
649,CKG,URC,29.719,106.641,43.907,87.474
650,CKG,WUH,29.719,106.641,30.784,114.208
652,CKG,XIY,29.719,106.641,34.446,108.752
656,CSX,CKG,28.189,113.219,29.719,106.641
657,CSX,CTU,28.189,113.219,30.578,103.947
658,CSX,FOC,28.189,113.219,25.933,119.662
659,CSX,KMG,28.189,113.219,24.992,102.743
662,CSX,XMN,28.189,113.219,24.544,118.127
663,CTU,CAN,30.578,103.947,23.184,113.266
664,CTU,CGO,30.578,103.947,34.519,113.841
665,CTU,CKG,30.578,103.947,29.719,106.641
666,CTU,CSX,30.578,103.947,28.189,113.219
672,CTU,HFE,30.578,103.947,31.78,117.298
673,CTU,HGH,30.578,103.947,30.228,120.432
674,CTU,HKG,30.578,103.947,22.309,113.914
675,CTU,HKT,30.578,103.947,8.113,98.317
681,CTU,KHN,30.578,103.947,28.6,115.917
682,CTU,KMG,30.578,103.947,24.992,102.743
685,CTU,LHW,30.578,103.947,31.889,-81.562
690,CTU,MEL,30.578,103.947,-37.673,144.843
691,CTU,NKG,30.578,103.947,31.74,118.86
692,CTU,NNG,30.578,103.947,22.608,108.172
693,CTU,PEK,30.578,103.947,40.08,116.584
699,CTU,SZX,30.578,103.947,22.639,113.812
700,CTU,TAO,30.578,103.947,36.263,120.375
702,CTU,TSA,30.578,103.947,25.069,121.552
703,CTU,TSN,30.578,103.947,39.124,117.346
704,CTU,TYN,30.578,103.947,37.747,112.629
705,CTU,URC,30.578,103.947,43.907,87.474
707,CTU,WUH,30.578,103.947,30.784,114.208
710,CTU,XIC,30.578,103.947,27.989,102.184
711,CTU,XIY,30.578,103.947,34.446,108.752
712,CTU,XMN,30.578,103.947,24.544,118.127
723,DLC,CKG,38.966,121.538,29.719,106.641
724,DLC,HGH,38.966,121.538,30.228,120.432
725,DLC,HRB,38.966,121.538,45.623,126.25
733,FOC,CSX,25.933,119.662,28.189,113.219
734,FOC,XIY,25.933,119.662,34.446,108.752
744,HFE,CTU,31.78,117.298,30.578,103.947
745,HGH,CGO,30.228,120.432,34.519,113.841
746,HGH,CKG,30.228,120.432,29.719,106.641
747,HGH,CTU,30.228,120.432,30.578,103.947
748,HGH,DLC,30.228,120.432,38.966,121.538
751,HGH,TSN,30.228,120.432,39.124,117.346
752,HGH,TYN,30.228,120.432,37.747,112.629
753,HKG,CTU,22.309,113.914,30.578,103.947
756,HKT,CKG,8.113,98.317,29.719,106.641
757,HKT,CTU,8.113,98.317,30.578,103.947
758,HRB,CGO,45.623,126.25,34.519,113.841
760,HRB,DLC,45.623,126.25,38.966,121.538
762,HRB,NGB,45.623,126.25,29.825,121.465
763,HRB,NKG,45.623,126.25,31.74,118.86
767,HRB,TSN,45.623,126.25,39.124,117.346
769,HRB,WUH,45.623,126.25,30.784,114.208
770,HRB,XIY,45.623,126.25,34.446,108.752
784,KHG,URC,39.543,76.022,43.907,87.474
785,KHN,CKG,28.6,115.917,29.719,106.641
786,KHN,CTU,28.6,115.917,30.578,103.947
787,KHN,KMG,28.6,115.917,24.992,102.743
788,KHN,NGB,28.6,115.917,29.825,121.465
789,KMG,CGO,24.992,102.743,34.519,113.841
790,KMG,CKG,24.992,102.743,29.719,106.641
791,KMG,CSX,24.992,102.743,28.189,113.219
792,KMG,CTU,24.992,102.743,30.578,103.947
794,KMG,KHN,24.992,102.743,28.6,115.917
797,KMG,NGB,24.992,102.743,29.825,121.465
798,KMG,NKG,24.992,102.743,31.74,118.86
799,KMG,TAO,24.992,102.743,36.263,120.375
801,KMG,TPE,24.992,102.743,25.08,121.232
803,KMG,XIY,24.992,102.743,34.446,108.752
804,KMG,XMN,24.992,102.743,24.544,118.127
819,LHW,CKG,31.889,-81.562,29.719,106.641
820,LHW,CTU,31.889,-81.562,30.578,103.947
824,LHW,TSN,31.889,-81.562,39.124,117.346
837,MEL,CTU,-37.673,144.843,30.578,103.947
842,NGB,CKG,29.825,121.465,29.719,106.641
844,NGB,HRB,29.825,121.465,45.623,126.25
845,NGB,KHN,29.825,121.465,28.6,115.917
846,NGB,KMG,29.825,121.465,24.992,102.743
850,NKG,CKG,31.74,118.86,29.719,106.641
851,NKG,CTU,31.74,118.86,30.578,103.947
853,NKG,HRB,31.74,118.86,45.623,126.25
854,NKG,KMG,31.74,118.86,24.992,102.743
857,NNG,CKG,22.608,108.172,29.719,106.641
858,NNG,CTU,22.608,108.172,30.578,103.947
859,NNG,SGN,22.608,108.172,10.82,106.662
860,NNG,WUH,22.608,108.172,30.784,114.208
863,PEK,CKG,40.08,116.584,29.719,106.641
864,PEK,CTU,40.08,116.584,30.578,103.947
872,SGN,NNG,10.82,106.662,22.608,108.172
883,SPN,CAN,15.119,145.729,23.184,113.266
885,SWA,CKG,23.4,116.683,29.719,106.641
